journal,impact,Access,note,article,downloads
elife,7.616,Immediately open access,NA,26801,195
elife,7.616,Immediately open access,NA,12342,193
elife,7.616,Immediately open access,NA,12450,191
elife,7.616,Immediately open access,NA,11486,190
elife,7.616,Immediately open access,NA,11382,190
elife,7.616,Immediately open access,NA,15854,189
elife,7.616,Immediately open access,NA,22817,187
elife,7.616,Immediately open access,NA,12324,187
elife,7.616,Immediately open access,NA,22956,186
elife,7.616,Immediately open access,NA,15362,185
elife,7.616,Immediately open access,NA,10930,185
elife,7.616,Immediately open access,NA,21681,184
elife,7.616,Immediately open access,NA,21589,183
elife,7.616,Immediately open access,NA,13534,183
elife,7.616,Immediately open access,NA,23292,183
elife,7.616,Immediately open access,NA,22490,181
elife,7.616,Immediately open access,NA,21608,181
elife,7.616,Immediately open access,NA,14052,181
elife,7.616,Immediately open access,NA,23386,181
elife,7.616,Immediately open access,NA,23550,180
elife,7.616,Immediately open access,NA,31420,180
elife,7.616,Immediately open access,NA,15027,180
elife,7.616,Immediately open access,NA,7854,180
elife,7.616,Immediately open access,NA,22393,180
elife,7.616,Immediately open access,NA,10954,179
elife,7.616,Immediately open access,NA,22165,178
elife,7.616,Immediately open access,NA,24666,177
elife,7.616,Immediately open access,NA,23429,177
elife,7.616,Immediately open access,NA,21690,175
elife,7.616,Immediately open access,NA,22645,174
elife,7.616,Immediately open access,NA,32360,173
elife,7.616,Immediately open access,NA,14661,173
elife,7.616,Immediately open access,NA,14201,172
elife,7.616,Immediately open access,NA,14399,171
elife,7.616,Immediately open access,NA,26861,170
elife,7.616,Immediately open access,NA,10922,169
elife,7.616,Immediately open access,NA,21175,169
elife,7.616,Immediately open access,NA,23714,168
elife,7.616,Immediately open access,NA,24030,168
elife,7.616,Immediately open access,NA,15404,167
elife,7.616,Immediately open access,NA,22866,166
elife,7.616,Immediately open access,NA,7754,166
elife,7.616,Immediately open access,NA,9595,165
elife,7.616,Immediately open access,NA,18628,164
elife,7.616,Immediately open access,NA,36702,164
elife,7.616,Immediately open access,NA,25513,159
elife,7.616,Immediately open access,NA,23577,159
elife,7.616,Immediately open access,NA,22602,157
elife,7.616,Immediately open access,NA,30599,157
elife,7.616,Immediately open access,NA,13959,156
elife,7.616,Immediately open access,NA,10850,156
elife,7.616,Immediately open access,NA,15493,156
elife,7.616,Immediately open access,NA,25462,154
elife,7.616,Immediately open access,NA,14056,152
elife,7.616,Immediately open access,NA,19865,152
elife,7.616,Immediately open access,NA,19859,151
elife,7.616,Immediately open access,NA,30451,149
elife,7.616,Immediately open access,NA,11068,149
elife,7.616,Immediately open access,NA,3797,149
elife,7.616,Immediately open access,NA,9696,148
elife,7.616,Immediately open access,NA,10775,148
elife,7.616,Immediately open access,NA,11345,147
elife,7.616,Immediately open access,NA,2923,147
elife,7.616,Immediately open access,NA,15048,147
elife,7.616,Immediately open access,NA,30230,147
elife,7.616,Immediately open access,NA,14527,145
elife,7.616,Immediately open access,NA,17624,145
elife,7.616,Immediately open access,NA,15623,145
elife,7.616,Immediately open access,NA,12811,145
elife,7.616,Immediately open access,NA,11191,143
elife,7.616,Immediately open access,NA,19729,142
elife,7.616,Immediately open access,NA,23740,141
elife,7.616,Immediately open access,NA,14455,141
elife,7.616,Immediately open access,NA,4164,140
elife,7.616,Immediately open access,NA,23749,137
elife,7.616,Immediately open access,NA,14331,137
elife,7.616,Immediately open access,NA,15041,137
elife,7.616,Immediately open access,NA,23634,136
elife,7.616,Immediately open access,NA,13721,135
elife,7.616,Immediately open access,NA,26856,135
elife,7.616,Immediately open access,NA,14945,133
elife,7.616,Immediately open access,NA,14355,131
elife,7.616,Immediately open access,NA,15007,129
elife,7.616,Immediately open access,NA,11089,128
elife,7.616,Immediately open access,NA,14419,128
elife,7.616,Immediately open access,NA,9653,127
elife,7.616,Immediately open access,NA,9302,125
elife,7.616,Immediately open access,NA,22598,124
elife,7.616,Immediately open access,NA,3413,124
elife,7.616,Immediately open access,NA,3882,122
elife,7.616,Immediately open access,NA,14664,121
elife,7.616,Immediately open access,NA,7743,121
elife,7.616,Immediately open access,NA,23504,120
elife,7.616,Immediately open access,NA,11018,120
elife,7.616,Immediately open access,NA,23863,119
elife,7.616,Immediately open access,NA,12291,118
elife,7.616,Immediately open access,NA,14354,118
elife,7.616,Immediately open access,NA,9997,117
elife,7.616,Immediately open access,NA,35980,114
elife,7.616,Immediately open access,NA,23842,108
elife,7.616,Immediately open access,NA,12916,106
elife,7.616,Immediately open access,NA,14344,106
elife,7.616,Immediately open access,NA,11155,104
elife,7.616,Immediately open access,NA,23790,102
elife,7.616,Immediately open access,NA,3940,99
elife,7.616,Immediately open access,NA,24496,97
elife,7.616,Immediately open access,NA,14148,91
elife,7.616,Immediately open access,NA,23825,86
elife,7.616,Immediately open access,NA,3836,86
elife,7.616,Immediately open access,NA,10979,86
elife,7.616,Immediately open access,NA,33011,84
elife,7.616,Immediately open access,NA,21997,80
elife,7.616,Immediately open access,NA,11801,74
elife,7.616,Immediately open access,NA,14372,69
elife,7.616,Immediately open access,NA,30215,66
g3,2.742,Immediately open access,NA,NA,NA
genetics,4.075,Hybrid or closed access,after 12 months,7421,6559
genetics,4.075,Hybrid or closed access,after 12 months,10741,5527
genetics,4.075,Hybrid or closed access,after 12 months,26132,3604
genetics,4.075,Hybrid or closed access,after 12 months,24974,2985
genetics,4.075,Hybrid or closed access,after 12 months,26270,2220
genetics,4.075,Hybrid or closed access,after 12 months,10511,2091
genetics,4.075,Hybrid or closed access,after 12 months,26045,2024
genetics,4.075,Hybrid or closed access,after 12 months,25259,1914
genetics,4.075,Hybrid or closed access,after 12 months,10485,1560
genetics,4.075,Hybrid or closed access,after 12 months,8299,1509
genetics,4.075,Hybrid or closed access,after 12 months,8317,1499
genetics,4.075,Hybrid or closed access,after 12 months,26424,1498
genetics,4.075,Hybrid or closed access,after 12 months,25375,1480
genetics,4.075,Hybrid or closed access,after 12 months,8245,1472
genetics,4.075,Hybrid or closed access,after 12 months,10260,1446
genetics,4.075,Hybrid or closed access,after 12 months,10566,1397
genetics,4.075,Hybrid or closed access,after 12 months,10483,1185
genetics,4.075,Hybrid or closed access,after 12 months,8813,1180
genetics,4.075,Hybrid or closed access,after 12 months,10452,1149
genetics,4.075,Hybrid or closed access,after 12 months,25250,1115
genetics,4.075,Hybrid or closed access,after 12 months,25957,1098
genetics,4.075,Hybrid or closed access,after 12 months,27333,933
genetics,4.075,Hybrid or closed access,after 12 months,8562,910
genetics,4.075,Hybrid or closed access,after 12 months,26176,906
genetics,4.075,Hybrid or closed access,after 12 months,25569,896
genetics,4.075,Hybrid or closed access,after 12 months,14708,888
genetics,4.075,Hybrid or closed access,after 12 months,8201,860
genetics,4.075,Hybrid or closed access,after 12 months,23596,853
genetics,4.075,Hybrid or closed access,after 12 months,9922,853
genetics,4.075,Hybrid or closed access,after 12 months,8373,852
genetics,4.075,Hybrid or closed access,after 12 months,10429,839
genetics,4.075,Hybrid or closed access,after 12 months,1948,828
genetics,4.075,Hybrid or closed access,after 12 months,26070,827
genetics,4.075,Hybrid or closed access,after 12 months,8440,824
genetics,4.075,Hybrid or closed access,after 12 months,8800,813
genetics,4.075,Hybrid or closed access,after 12 months,23078,798
genetics,4.075,Hybrid or closed access,after 12 months,26650,792
genetics,4.075,Hybrid or closed access,after 12 months,10112,780
genetics,4.075,Hybrid or closed access,after 12 months,8754,777
genetics,4.075,Hybrid or closed access,after 12 months,26482,776
genetics,4.075,Hybrid or closed access,after 12 months,9051,774
genetics,4.075,Hybrid or closed access,after 12 months,26544,766
genetics,4.075,Hybrid or closed access,after 12 months,25909,761
genetics,4.075,Hybrid or closed access,after 12 months,26111,760
genetics,4.075,Hybrid or closed access,after 12 months,25747,755
genetics,4.075,Hybrid or closed access,after 12 months,25211,749
genetics,4.075,Hybrid or closed access,after 12 months,24311,745
genetics,4.075,Hybrid or closed access,after 12 months,9918,735
genetics,4.075,Hybrid or closed access,after 12 months,25718,728
genetics,4.075,Hybrid or closed access,after 12 months,25452,720
genetics,4.075,Hybrid or closed access,after 12 months,25428,699
genetics,4.075,Hybrid or closed access,after 12 months,25737,696
genetics,4.075,Hybrid or closed access,after 12 months,2606,694
genetics,4.075,Hybrid or closed access,after 12 months,10404,686
genetics,4.075,Hybrid or closed access,after 12 months,8407,686
genetics,4.075,Hybrid or closed access,after 12 months,9903,682
genetics,4.075,Hybrid or closed access,after 12 months,26166,678
genetics,4.075,Hybrid or closed access,after 12 months,25147,662
genetics,4.075,Hybrid or closed access,after 12 months,10628,657
genetics,4.075,Hybrid or closed access,after 12 months,25022,656
genetics,4.075,Hybrid or closed access,after 12 months,25977,645
genetics,4.075,Hybrid or closed access,after 12 months,10666,630
genetics,4.075,Hybrid or closed access,after 12 months,10221,630
genetics,4.075,Hybrid or closed access,after 12 months,26021,624
genetics,4.075,Hybrid or closed access,after 12 months,26481,621
genetics,4.075,Hybrid or closed access,after 12 months,26446,620
genetics,4.075,Hybrid or closed access,after 12 months,26256,613
genetics,4.075,Hybrid or closed access,after 12 months,26233,612
genetics,4.075,Hybrid or closed access,after 12 months,26445,611
genetics,4.075,Hybrid or closed access,after 12 months,10200,609
genetics,4.075,Hybrid or closed access,after 12 months,10578,606
genetics,4.075,Hybrid or closed access,after 12 months,10345,595
genetics,4.075,Hybrid or closed access,after 12 months,7773,584
genetics,4.075,Hybrid or closed access,after 12 months,27220,579
genetics,4.075,Hybrid or closed access,after 12 months,10524,576
genetics,4.075,Hybrid or closed access,after 12 months,9867,575
genetics,4.075,Hybrid or closed access,after 12 months,25701,573
genetics,4.075,Hybrid or closed access,after 12 months,8749,566
genetics,4.075,Hybrid or closed access,after 12 months,25693,565
genetics,4.075,Hybrid or closed access,after 12 months,8836,562
genetics,4.075,Hybrid or closed access,after 12 months,25300,550
genetics,4.075,Hybrid or closed access,after 12 months,26250,548
genetics,4.075,Hybrid or closed access,after 12 months,26019,546
genetics,4.075,Hybrid or closed access,after 12 months,25622,541
genetics,4.075,Hybrid or closed access,after 12 months,8258,537
genetics,4.075,Hybrid or closed access,after 12 months,8744,536
genetics,4.075,Hybrid or closed access,after 12 months,8197,535
genetics,4.075,Hybrid or closed access,after 12 months,26442,519
genetics,4.075,Hybrid or closed access,after 12 months,26401,514
genetics,4.075,Hybrid or closed access,after 12 months,24178,513
genetics,4.075,Hybrid or closed access,after 12 months,26175,511
genetics,4.075,Hybrid or closed access,after 12 months,2157,505
genetics,4.075,Hybrid or closed access,after 12 months,10682,502
genetics,4.075,Hybrid or closed access,after 12 months,26451,500
genetics,4.075,Hybrid or closed access,after 12 months,26491,499
genetics,4.075,Hybrid or closed access,after 12 months,5091,496
genetics,4.075,Hybrid or closed access,after 12 months,24076,496
genetics,4.075,Hybrid or closed access,after 12 months,26542,493
genetics,4.075,Hybrid or closed access,after 12 months,24193,492
genetics,4.075,Hybrid or closed access,after 12 months,7166,488
genetics,4.075,Hybrid or closed access,after 12 months,5261,487
genetics,4.075,Hybrid or closed access,after 12 months,26392,482
genetics,4.075,Hybrid or closed access,after 12 months,26520,480
genetics,4.075,Hybrid or closed access,after 12 months,26255,475
genetics,4.075,Hybrid or closed access,after 12 months,10481,474
genetics,4.075,Hybrid or closed access,after 12 months,26080,474
genetics,4.075,Hybrid or closed access,after 12 months,24261,470
genetics,4.075,Hybrid or closed access,after 12 months,26441,469
genetics,4.075,Hybrid or closed access,after 12 months,24012,466
genetics,4.075,Hybrid or closed access,after 12 months,24912,463
genetics,4.075,Hybrid or closed access,after 12 months,4489,460
genetics,4.075,Hybrid or closed access,after 12 months,10008,459
genetics,4.075,Hybrid or closed access,after 12 months,10132,454
genetics,4.075,Hybrid or closed access,after 12 months,15994,451
genetics,4.075,Hybrid or closed access,after 12 months,10608,446
genetics,4.075,Hybrid or closed access,after 12 months,10550,445
genetics,4.075,Hybrid or closed access,after 12 months,5518,441
genetics,4.075,Hybrid or closed access,after 12 months,28524,441
genetics,4.075,Hybrid or closed access,after 12 months,25852,432
genetics,4.075,Hybrid or closed access,after 12 months,26186,430
genetics,4.075,Hybrid or closed access,after 12 months,10215,429
genetics,4.075,Hybrid or closed access,after 12 months,26096,428
genetics,4.075,Hybrid or closed access,after 12 months,7443,419
genetics,4.075,Hybrid or closed access,after 12 months,10089,418
genetics,4.075,Hybrid or closed access,after 12 months,26120,416
genetics,4.075,Hybrid or closed access,after 12 months,24826,412
genetics,4.075,Hybrid or closed access,after 12 months,25646,408
genetics,4.075,Hybrid or closed access,after 12 months,10194,407
genetics,4.075,Hybrid or closed access,after 12 months,10371,407
genetics,4.075,Hybrid or closed access,after 12 months,26012,407
genetics,4.075,Hybrid or closed access,after 12 months,10712,406
